序号,招聘信息ID,企业名称,企业类型,招聘岗位,薪资范围,招募类型,期望学历,工作年数,招募人数,岗位类型,技能需求,公司地址,工作福利
806,	1482194457225986076,广州龙腾出行网络科技股份有限公司,['互联网'],高级数据分析师,"[15000, 30000]",全职,大专,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
807,	1482194457225986075,广州迈步网络技术有限公司,['互联网'],自然语言处理算法工程师,"[30000, 50000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
808,	1482194457225986074,广州麦和日用品有限公司,['互联网'],数据分析师,"[15000, 25000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
809,	1482194457225986073,广州麦和日用品有限公司,['互联网'],数据分析师,"[15000, 25000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
810,	1482194457225986072,广州麦优网络科技有限公司,['互联网'],高级数据分析师,"[13000, 18000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
811,	1482194457225986071,广州麦优网络科技有限公司,['互联网'],高级数据分析师,"[13000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
812,	1482194457225986070,广州麦优网络科技有限公司,['互联网'],高级数据分析师,"[13000, 18000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
813,	1482194457225986069,广州麦优网络科技有限公司,['互联网'],高级数据分析师,"[13000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
814,	1482194457225986068,广州茂建药业有限公司,['互联网'],数据分析师,"[5000, 7000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
815,	1482194457225986067,广州茂建药业有限公司,['互联网'],数据分析师,"[5000, 7000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
816,	1482194457225986066,广州奶糖派服装有限公司,['互联网'],数据分析师,"[12000, 20000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
817,	1482194457225986065,广州奶糖派服装有限公司,['互联网'],数据分析师,"[12000, 20000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
818,	1482194457225986064,广州尼尔森市场研究有限公司上海分公司,['互联网'],行业调研数据分析师（广州-校招）ID94080,"[8000, 12000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
819,	1482194457225986063,广州尼尔森市场研究有限公司上海分公司,['互联网'],行业调研数据分析师（广州-校招）ID94080,"[8000, 12000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
820,	1482194457225986062,广州欧博化妆品有限公司,['互联网'],数据分析师(编号D1#0723）,"[6000, 10000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
821,	1482194457225986061,广州欧博化妆品有限公司,['互联网'],数据分析师(编号D1#0723）,"[6000, 10000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
822,	1482194457225986060,广州欧科信息技术股份有限公司,['互联网'],计算机视觉算法研究工程师,"[15000, 20000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
823,	1482194457225986059,广州欧科信息技术股份有限公司,['互联网'],计算机视觉算法研究工程师,"[15000, 25000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
824,	1482194457225986058,广州欧莱雅百库网络科技有限公司,['互联网'],电商数据分析专员,"[10000, 15000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
825,	1482194457225986057,广州麒升信息科技有限公司,['互联网'],数据分析师,"[15000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
826,	1482194457225986056,广州麒升信息科技有限公司,['互联网'],数据分析师,"[15000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
827,	1482194457225986055,广州启盟信息科技有限公司,['互联网'],数据分析师-[465681],"[25000, 35000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
828,	1482194457225986054,广州启盟信息科技有限公司,['互联网'],数据分析师-[465681],"[25000, 35000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
829,	1482194457225986053,广州趣丸网络科技有限公司,['互联网'],NLP算法工程师(J10631),"[20000, 40000]",全职,硕士,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
830,	1482194457225986052,广州趣丸网络科技有限公司,['互联网'],NLP算法工程师(J10631),"[20000, 50000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
831,	1482194457225986051,广州趣丸网络科技有限公司,['互联网'],高级数据分析师(业务分析)(J10275),"[20000, 40000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
832,	1482194457225986050,广州趣丸网络科技有限公司,['互联网'],数据分析师（海外）(J10744),"[15000, 30000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
833,	1482194457225986049,广州趣丸网络科技有限公司,['互联网'],高级数据分析师(业务分析)(J10275),"[20000, 40000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
834,	1482194457225986048,广州趣丸网络科技有限公司,['互联网'],数据分析师（海外）(J10744),"[15000, 30000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
835,	1482194394982514694,广州圈量网络信息科技有限公司,['互联网'],数据产品经理,"[30000, 40000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
836,	1482194394982514693,广州圈量网络信息科技有限公司,['互联网'],数据产品经理,"[15000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
837,	1482194394982514692,广州融山信息科技有限公司,['互联网'],大数据产品经理,"[18000, 35000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
838,	1482194394982514691,广州睿帆科技有限公司,['互联网'],大数据产品销售经理,"[15000, 23000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
839,	1482194394982514690,广州若羽臣科技股份有限公司,['互联网'],BI数据分析师,"[8000, 12000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
840,	1482194394982514689,广州若羽臣科技股份有限公司,['互联网'],数据分析师/数据研究员,"[8000, 15000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
841,	1482194394982514688,广州若羽臣科技股份有限公司,['互联网'],数据分析师/数据研究员,"[8000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
842,	1482194394978320397,广州叁峡商贸有限公司,['互联网'],数据分析师(J10790),"[8000, 12000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
843,	1482194394978320396,广州叁峡商贸有限公司,['互联网'],数据分析师(J10790),"[8000, 12000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
844,	1482194394978320395,广州尚宸企业管理顾问有限公司,['互联网'],NLP算法工程师,"[30000, 60000]",全职,硕士,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
845,	1482194394978320394,广州深声科技有限公司,['互联网'],nlp算法工程师,"[15000, 30000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
846,	1482194394978320393,广州深衣信息技术有限公司,['互联网'],数据产品经理,"[30000, 35000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
847,	1482194394978320392,广州深衣信息技术有限公司,['互联网'],电商数据产品经理,"[20000, 35000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
848,	1482194394978320391,广州盛为电子商务有限公司,['互联网'],数据分析师,"[10000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
849,	1482194394978320390,广州盛为电子商务有限公司,['互联网'],数据分析师,"[10000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
850,	1482194394978320389,广州诗悦网络科技有限公司,['互联网'],数据分析师,"[15000, 30000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
851,	1482194394978320388,广州诗悦网络科技有限公司,['互联网'],数据分析师,"[15000, 30000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
852,	1482194394978320387,广州诗悦网络科技有限公司,['互联网'],数据产品经理,"[15000, 25000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
853,	1482194394978320386,广州市艾依格家居制品有限公司,['互联网'],数据分析专员,"[7000, 10000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
854,	1482194394978320385,广州市白云联佳精细化工厂,['互联网'],数据分析师,"[8000, 15000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
855,	1482194394978320384,广州市白云联佳精细化工厂,['互联网'],数据分析师,"[8000, 15000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
856,	1482194288887595023,广州市百果园网络科技有限公司,['互联网'],数据分析师,"[18000, 28000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
857,	1482194288887595022,广州市百果园网络科技有限公司,['互联网'],数据分析师,"[18000, 28000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
858,	1482194288887595021,广州市百果园网络科技有限公司,['互联网'],BIGO_图像处理和深度学习工程师（资深）（北京/广州/上海/新加坡）(MJ003262),"[30000, 60000]",全职,大专,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
859,	1482194288887595020,广州市百果园网络科技有限公司,['互联网'],图形图像算法工程师（广州/北京）,"[30000, 60000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
860,	1482194288887595019,广州市百果园网络科技有限公司,['互联网'],计算机视觉算法工程师,"[30000, 60000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
861,	1482194288887595018,广州市倍儿行科技有限公司,['互联网'],数据部产品经理,"[8000, 12000]",全职,大专,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
862,	1482194288887595017,广州市倍儿行科技有限公司,['互联网'],大数据产品经理/主管,"[8000, 12000]",全职,大专,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
863,	1482194288887595016,广州市倍儿行科技有限公司,['互联网'],互联网/大数据产品经理,"[8000, 12000]",全职,大专,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
864,	1482194288887595015,广州市高富信息科技有限公司,['互联网'],数据分析师（业务分析）+周末双休+朝九晚六,"[7000, 10000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
865,	1482194288887595014,广州市高富信息科技有限公司,['互联网'],数据分析师（业务分析）+周末双休+朝九晚六,"[7000, 10000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
866,	1482194288887595013,广州市高富信息科技有限公司,['互联网'],数据分析师（业务分析）+周末双休+朝九晚六,"[7000, 10000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
867,	1482194288887595012,广州市高奈特网络科技有限公司,['互联网'],高级运营数据分析师,"[15000, 25000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
868,	1482194288887595011,广州市高奈特网络科技有限公司,['互联网'],高级运营数据分析师,"[15000, 25000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
869,	1482194288887595010,广州市海捷计算机科技有限公司,['互联网'],银行数据分析师,"[13000, 22000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
870,	1482194288887595009,广州市海捷计算机科技有限公司,['互联网'],银行数据分析师,"[13000, 22000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
871,	1482194288887595008,广州市好投投资管理有限公司,['互联网'],数据分析师,"[8000, 15000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
872,	1482194288883400706,广州市好投投资管理有限公司,['互联网'],数据分析师,"[8000, 15000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
873,	1482194288883400705,广州市华好日用品有限公司,['互联网'],宝洁项目运营数据分析专员,"[6000, 8000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
874,	1482194288883400704,广州市欢乐特卖网络科技有限公司,['互联网'],数据分析专员,"[5000, 6000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
875,	1482194190791213067,广州市汇美时尚集团股份有限公司,['互联网'],数据分析专员（新零售事业部）,"[5000, 10000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
876,	1482194190791213066,广州市汇美时尚集团股份有限公司,['互联网'],商品数据分析专员,"[6000, 8000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
877,	1482194190791213065,广州市健坤网络科技发展有限公司,['互联网'],自然语言处理工程师（NLP）,"[6000, 10000]",全职,硕士,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
878,	1482194190791213064,广州市莱克斯顿服饰有限公司,['互联网'],数据分析员,"[4000, 6000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
879,	1482194190791213063,广州市利他信息科技有限公司,['互联网'],数据分析专员,"[5000, 8000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
880,	1482194190791213062,广州市三横信息科技有限公司,['互联网'],数据分析专员,"[6000, 8000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
881,	1482194190791213061,广州市申迪计算机系统有限公司,['互联网'],nlp算法工程师,"[12000, 20000]",全职,硕士,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
882,	1482194190791213060,广州市申迪计算机系统有限公司,['互联网'],算法工程师（NLP方向）,"[12000, 24000]",全职,硕士,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
883,	1482194190791213059,广州市申迪计算机系统有限公司,['互联网'],算法工程师（NLP方向）,"[12000, 24000]",全职,硕士,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
884,	1482194190791213058,广州市申迪计算机系统有限公司,['互联网'],数据分析师,"[10000, 20000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
885,	1482194190791213057,广州市申迪计算机系统有限公司,['互联网'],数据分析师,"[8000, 15000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
886,	1482194190791213056,广州市申迪计算机系统有限公司,['互联网'],数据分析师,"[10000, 20000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
887,	1482194190787018752,广州市申迪计算机系统有限公司,['互联网'],数据分析师,"[8000, 15000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
888,	1482194051863281666,广州市香雪制药股份有限公司,['互联网'],数据分析专员,"[4000, 8000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
889,	1482194051863281665,广州市香雪制药股份有限公司,['互联网'],数据分析专员,"[4000, 5000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
890,	1482194051863281664,广州市新文溯科技有限公司,['互联网'],自然语言处理工程师（NLP）,"[17000, 40000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
891,	1482193882312736769,广州市新御运营管理有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
892,	1482193882312736768,广州市新御运营管理有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
893,	1482193772577161224,广州市幸福网络技术有限公司,['互联网'],数据分析师,"[7000, 12000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
894,	1482193772577161223,广州市幸福网络技术有限公司,['互联网'],数据分析师,"[7000, 12000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
895,	1482193772577161222,广州市易工品科技有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
896,	1482193772577161221,广州市缨格轮贸易有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,大专,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
897,	1482193772577161220,广州市缨格轮贸易有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,大专,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
898,	1482193772577161219,广州市原象信息科技有限公司,['互联网'],数据分析师,"[7000, 10000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
899,	1482193772577161218,广州市原象信息科技有限公司,['互联网'],数据分析师,"[7000, 10000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
900,	1482193772577161217,广州市原象信息科技有限公司,['互联网'],数据分析师,"[7000, 10000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
901,	1482193772577161216,广州市原象信息科技有限公司,['互联网'],数据分析师,"[7000, 10000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
902,	1482193656365580295,广州数说故事信息科技有限公司,['互联网'],数据分析师,"[12000, 18000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
903,	1482193656365580294,广州数说故事信息科技有限公司,['互联网'],数据分析师,"[12000, 18000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
904,	1482193656365580293,广州数说故事信息科技有限公司,['互联网'],产品经理,"[15000, 25000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
905,	1482193656365580292,广州数说故事信息科技有限公司,['互联网'],数据产品经理,"[13000, 18000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
906,	1482193656365580291,广州数说故事信息科技有限公司,['互联网'],数据产品经理,"[12000, 18000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
907,	1482193656365580290,广州数说故事信息科技有限公司,['互联网'],数据产品经理,"[13000, 18000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
908,	1482193656365580289,广州数说故事信息科技有限公司,['互联网'],高级数据产品经理,"[18000, 25000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
909,	1482193656365580288,广州数说故事信息科技有限公司,['互联网'],数据产品经理,"[12000, 28000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
910,	1482193597322362884,广州思德医疗科技有限公司,['互联网'],医学顾问（消化内科方向）,"[10000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
911,	1482193597322362883,广州思德医疗科技有限公司,['互联网'],医学专员,"[6000, 8000]",全职,大专,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
912,	1482193597322362882,广州斯肯多媒体设计有限公司,['互联网'],商务/数据分析师,"[15000, 25000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
913,	1482193597322362881,广州斯肯多媒体设计有限公司,['互联网'],数据产品经理,"[15000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
914,	1482193597322362880,广州斯缇纳生物科技有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
915,	1482193475133898759,广州斯缇纳生物科技有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
916,	1482193475133898758,广州素隐商贸有限公司,['互联网'],数据分析师,"[6000, 10000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
917,	1482193475133898757,广州素隐商贸有限公司,['互联网'],数据分析师,"[6000, 10000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
918,	1482193475133898756,广州速道信息科技有限公司,['互联网'],数据分析师(业务方向),"[12000, 18000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
919,	1482193475133898755,广州速道信息科技有限公司,['互联网'],数据分析师（电商平台）,"[12000, 18000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
920,	1482193475133898754,广州速道信息科技有限公司,['互联网'],数据分析师(业务方向),"[12000, 18000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
921,	1482193475133898753,广州速道信息科技有限公司,['互联网'],数据分析师（电商平台）,"[12000, 18000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
922,	1482193475133898752,广州太平洋电脑信息咨询有限公司,['互联网'],数据挖掘工程师（自然语言处理）,"[25000, 40000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
923,	1482193409270743043,广州探迹科技有限公司,['互联网'],nlp算法工程师,"[20000, 40000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
924,	1482193409270743042,广州探迹科技有限公司,['互联网'],NLP算法工程师（专家）,"[20000, 40000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
925,	1482193409270743041,广州探迹科技有限公司,['互联网'],资深NLP算法工程师,"[20000, 40000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
926,	1482193409270743040,广州探迹科技有限公司,['互联网'],NLP算法工程师,"[15000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
927,	1482193409266548742,广州探迹科技有限公司,['互联网'],爬虫架构师,"[20000, 40000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
928,	1482193409266548741,广州探迹科技有限公司,['互联网'],爬虫工程师,"[12000, 23000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
929,	1482193409266548740,广州探迹科技有限公司,['互联网'],爬虫工程师,"[15000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
930,	1482193409266548739,广州探迹科技有限公司,['互联网'],产品经理,"[15000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
931,	1482193409266548738,广州探迹科技有限公司,['互联网'],高级python爬虫工程师,"[18000, 35000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
932,	1482193409266548737,广州天地互联有限公司,['互联网'],大数据产品经理,"[15000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
933,	1482193409266548736,广州天地互联有限公司,['互联网'],运营数据产品经理,"[15000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
934,	1482192989357998090,广州天鹏计算机科技有限公司,['互联网'],临床数据分析专员,"[10000, 15000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
935,	1482192989357998089,广州天鹏计算机科技有限公司,['互联网'],数据分析师,"[10000, 18000]",全职,硕士,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
936,	1482192989357998088,广州天鹏计算机科技有限公司,['互联网'],生物信息数据分析员,"[10000, 15000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
937,	1482192989357998087,广州天鹏计算机科技有限公司,['互联网'],数据分析师,"[10000, 18000]",全职,硕士,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
938,	1482192989357998086,广州天鹏计算机科技有限公司,['互联网'],产品经理（医疗大数据）,"[15000, 25000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
939,	1482192989357998085,广州天维信息技术股份有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
940,	1482192989357998084,广州天维信息技术股份有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
941,	1482192989357998083,广州天维信息技术股份有限公司,['互联网'],产品经理（数据类）,"[20000, 30000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
942,	1482192989357998082,广州图匠数据科技有限公司,['互联网'],数据平台产品经理,"[15000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
